"climbRate","Sgz","'p'","'q'","curPitch","curRoll","absRoll","diffClb"
"-540","-19","-0.06","0.07","1.02","0.7","-13","11"
"-499","-25","0.02","-0.01","1","0.7","-13","5"
"-311","-37","0.08","0.04","0.79","0.8","-13","17"
"273","-42","-0.28","-0.1","0.24","0.2","-14","19"
"-53","15","-0.13","0.25","0.67","-2.1","-16","-16"
"-202","13","-0.08","0.25","0.8","-2.2","-16","-16"
"-107","2","0.34","0.01","0.6","-2","-16","14"
"98","2","0.63","0.31","0.5","-1","-15","-4"
"-74","2","0.65","0.24","0.67","0.3","-14","-13"
"201","-14","-0.2","0.02","0.55","-1.5","-9","2"
"258","0","0.3","0.03","0.48","-1.4","-9","1"
"251","4","0.43","0.14","0.53","-1","-9","-6"
"-5","11","0.44","0.13","0.8","0.5","-7","-11"
"-176","9","0.35","0.14","0.97","1.1","-7","-12"
"-266","6","0.28","0.03","1.04","1.4","-7","-10"
"-448","-11","0.01","0.09","1.22","1.8","-6","-9"
"-584","-40","-0.23","0.03","1.32","1.4","-7","-3"
"-387","-70","-0.22","-0.1","1.06","0.6","-7","10"
"30","-81","-0.05","-0.14","0.61","0.1","-8","15"
"457","-65","0.19","-0.07","0.2","0.4","-8","9"
"-88","7","-0.2","0.18","0.84","0.9","-7","-18"
"-462","-4","-0.3","0.21","1.21","0.4","-8","-19"
"-603","-17","-0.35","-0.04","1.24","-0.2","-8","4"
"585","-26","0.34","-0.02","0.04","-0.5","-8","11"
"555","-3","0.32","0.06","0.12","0.5","-8","-5"
"160","32","-0.34","0.1","0.51","0.6","-7","-9"
"13","35","-0.46","-0.14","0.61","-0.3","-8","-3"
"192","68","0.35","0.31","0.5","-0.9","-9","-13"
"-437","63","0.4","0.3","1.16","0.2","-8","-31"
"-840","34","0.16","0.1","1.46","1","-7","-13"
"-61","-27","-0.21","-0.27","0.54","0.6","-7","30"
"651","41","0.22","0.13","0.03","0.4","-8","-13"
"-688","-8","-0.29","-0.02","1.22","0.4","-8","3"
"100","-43","0.16","-0.16","0.41","-0.4","-8","19"
"506","-22","0.43","-0.03","0.08","0.8","-7","5"
"582","-7","0.45","0.01","0.01","1.5","-6","4"
"434","42","-0.39","0.09","0.19","1.8","-6","-9"
"277","59","-0.58","0.03","0.31","0.1","-8","-3"
"184","91","0.18","0.19","0.46","-1.7","-10","-20"
"-145","92","0.46","0.14","0.74","-0.8","-9","-13"
"-86","-21","-0.2","-0.14","0.56","1.7","-6","16"
"136","-21","-0.22","-0.14","0.36","1.4","-7","16"
"167","-20","-0.21","-0.15","0.33","1.4","-7","16"
"450","49","0.18","0.1","0.16","1.4","-7","-10"
"-702","22","-0.4","0.07","1.2","0.8","-7","-7"
"-774","7","-0.44","0.07","1.27","0.3","-8","-7"
"-545","-15","-0.4","-0.17","0.96","-0.5","-8","19"
"302","-24","0.03","-0.23","0.15","-1.2","-9","27"
"714","14","0.41","-0.01","-0.14","-0.3","-8","2"
"685","23","0.46","0.3","-0.03","0.1","-8","-15"
"522","31","0.47","0.17","0.12","0.5","-7","-20"
"-240","41","-0.15","0.17","0.81","1.4","-7","-18"
"-567","26","-0.41","0.09","1.07","0.7","-7","-8"
"-655","16","-0.48","0.1","1.16","0.3","-8","-10"
"-668","-11","-0.36","-0.14","1.09","-0.8","-9","10"
"183","-35","0.37","-0.11","0.31","-0.7","-9","14"
"324","-25","0.45","0.06","0.25","0.4","-8","-5"
"51","-6","-0.41","0.08","0.5","0.9","-7","-8"
"-15","-6","-0.58","0.08","0.56","0.4","-8","-7"
"-96","-7","-0.72","0.08","0.63","-0.6","-9","-6"
"-82","-9","-0.67","0.02","0.58","-1.4","-9","6"
"38","-10","-0.36","-0.06","0.46","-2.5","-10","8"
"326","-4","0.21","-0.09","0.17","-2.7","-11","16"
"520","19","0.65","0.02","0.05","-1.3","-9","-1"
"168","33","0.66","0.2","0.47","0.1","-8","-29"
"-445","28","0.18","0.26","1.03","1.2","-7","-28"
"-865","10","-0.15","-0.01","1.38","1.2","-7","-25"
"-698","-23","-0.29","-0.07","1.11","0.6","-7","11"
"-618","-32","-0.29","-0.15","1.04","0.4","-8","10"
"489","-38","0.22","0.06","0.05","0","-8","11"
"585","-22","0.34","0.08","-0.02","0.5","-7","2"
"397","5","0.29","0.1","0.19","1.6","-6","-10"
"265","13","0.2","0.19","0.32","1.9","-6","-11"
"-217","14","-0.23","0.18","0.79","1.9","-6","-20"
"-329","11","-0.33","0.18","0.89","1.7","-6","-20"
"-469","-9","-0.46","-0.03","0.93","0.7","-7","4"
"292","-20","-0.05","-0.11","0.19","-0.6","-8","18"
"-304","17","0.36","0.21","0.88","1.3","-7","-23"
"-479","12","0.33","0.21","1.03","1.5","-6","-23"
"-566","8","0.31","0.21","1.11","1.7","-6","-23"
"400","-47","-0.35","-0.13","0.1","0.4","-8","16"
"211","10","0.06","0.22","0.41","-0.6","-9","-22"
"-503","3","0.06","0.24","1.06","-0.3","-8","-24"
"373","-28","-0.09","-0.11","0.12","-0.6","-8","15"
"724","33","0.2","0.12","-0.14","-0.5","-8","-3"
"381","60","0.25","0.25","0.24","0.3","-8","-17"
"-442","35","-0.22","0.01","0.91","0.4","-8","2"
"-316","9","-0.17","-0.02","0.79","-0.6","-8","4"
"221","1","0.26","0.02","0.3","-0.4","-8","4"
"108","10","0.25","0.12","0.46","0.5","-8","-11"
"-289","6","-0.23","-0.05","0.8","0.7","-7","-11"
"-233","-8","-0.45","-0.05","0.69","-0.5","-8","12"
"411","2","0.15","0.16","0.18","-1.6","-10","-7"
"21","16","0.27","0.18","0.56","-0.8","-9","-17"
"-13","16","0.27","0.18","0.59","-0.8","-9","-18"
"71","8","0.1","-0.06","0.42","0.4","-8","8"
"147","36","-0.24","0.07","0.4","-0.5","-8","-6"
"-309","20","0.35","-0.02","0.78","0.7","-7","4"
"-126","1","-0.08","-0.06","0.6","1.6","-6","6"
"-73","-1","-0.17","-0.05","0.55","1.5","-6","6"
"5","-3","-0.36","-0.01","0.5","0.6","-7","2"
"-135","1","0.17","0.09","0.66","-0.6","-9","-9"
"129","-26","-0.27","-0.05","0.37","-0.5","-8","7"
"-110","3","0.28","0.11","0.65","-0.8","-9","-10"
"-106","-12","0.09","0.01","0.6","0.8","-7","1"
"-194","-19","-0.26","-0.08","0.67","0.6","-7","2"
"-84","-24","-0.42","0.03","0.58","-0.3","-8","2"
"41","-2","0.32","0.11","0.51","-0.7","-9","-10"
"-325","-10","0.28","0.12","0.85","0.6","-7","-12"
"-307","-37","-0.14","-0.06","0.76","1","-7","8"
"-143","-46","-0.29","-0.05","0.61","0.5","-7","7"
"-58","-19","0.4","0.12","0.6","1.2","-7","-11"
"-201","-22","0.35","0.11","0.73","1.7","-6","-11"
"-320","-32","0.15","0.06","0.82","2.3","-6","-7"
"-253","-55","-0.29","-0.06","0.71","2","-6","7"
"-185","-59","-0.36","-0.06","0.65","1.7","-6","7"
"21","-63","-0.44","-0.06","0.46","0.5","-7","9"
"339","-53","-0.19","0.04","0.19","-0.7","-9","7"
"418","-40","0.02","-0.03","0.11","-0.9","-9","5"
"221","-10","0.35","0.11","0.35","0.3","-8","-11"
"-129","-10","0.16","0.03","0.62","1.5","-6","1"
"-122","-12","0.08","0.01","0.61","1.7","-6","1"
"-104","-18","-0.14","0.01","0.6","1.6","-6","1"
"175","-13","0.06","-0.01","0.34","0.5","-8","3"
"95","-2","-0.11","0.09","0.45","0.6","-7","-8"
"-87","-14","0.23","-0.02","0.57","0.5","-8","3"
"-248","-32","-0.36","0.02","0.73","0.5","-8","-2"
"-256","-38","-0.42","0.11","0.76","-0.3","-8","-5"
"-305","-43","-0.37","0.06","0.8","-0.6","-9","-4"
"-107","-68","0.38","-0.03","0.59","-0.8","-9","5"
"-27","-70","0.51","-0.01","0.52","0.1","-8","4"
"561","-59","-0.25","-0.09","-0.05","1.6","-6","9"
"603","-35","-0.37","0.02","-0.05","0.8","-7","1"
"523","14","-0.04","0.23","0.08","-0.5","-8","-12"
"-582","5","0.05","0.04","1.07","-0.3","-8","-12"
"327","-17","0.18","-0.16","0.14","0.5","-7","19"
"631","-4","0.18","-0.15","-0.15","0.8","-7","19"
"119","59","-0.35","0.11","0.43","0.4","-8","-10"
"-82","59","-0.35","0.08","0.6","-0.9","-9","-6"
"-297","42","0.37","0.12","0.81","-0.7","-9","-11"
"-503","28","0.43","0.13","1.01","0.2","-8","-13"
"-641","15","0.4","-0.09","1.08","0.8","-7","-2"
"-604","0","0.38","-0.02","1.05","1.3","-7","1"
"-87","-48","-0.29","-0.15","0.52","1.7","-6","16"
"114","-47","-0.39","-0.14","0.34","1.3","-7","17"
"405","-41","-0.38","-0.09","0.07","0.6","-7","19"
"462","29","0.04","0.25","0.18","-0.6","-8","-25"
"120","36","0.12","0.25","0.49","-0.5","-8","-25"
"-525","12","0.22","-0.03","0.97","0.4","-8","2"
"102","-37","-0.18","0.1","0.46","0.8","-7","-14"
"-40","-37","-0.19","0.14","0.59","0.6","-7","-14"
"-171","-38","-0.24","0.14","0.71","0.4","-8","-14"
"316","-21","0.24","0.07","0.24","0.5","-8","-6"
"-79","-8","-0.17","0.08","0.6","1","-7","-9"
"-92","-12","-0.27","-0.05","0.56","0.5","-8","7"
"-40","0","0.3","0.06","0.55","0.4","-8","-5"
"-113","-3","0.32","0.09","0.62","0.9","-7","-6"
"-140","-11","0.07","-0.04","0.61","1.5","-7","4"
"-63","-14","-0.08","0.05","0.55","1.5","-7","4"
"115","-15","-0.21","-0.05","0.37","0.5","-7","7"
"-188","1","0.19","0.07","0.69","0.6","-7","-6"
"-251","-25","-0.06","0.02","0.73","1.2","-7","-2"
"-262","-34","-0.16","0.03","0.74","1","-7","-2"
"-22","-45","-0.29","-0.15","0.46","0.3","-8","16"
"428","1","0.18","0.05","0.13","-0.5","-8","-6"
"-39","15","0.24","0.14","0.58","0.5","-7","-14"
"-223","12","0.21","0.14","0.75","0.9","-7","-14"
"-130","-35","-0.17","-0.04","0.6","0.7","-7","6"
"-37","-37","-0.21","0.07","0.54","0.3","-8","-3"
"196","-37","-0.25","-0.14","0.26","-0.6","-8","16"
"379","27","0.24","0.14","0.2","-0.5","-8","-13"
"-87","36","0.27","0.06","0.62","0.6","-7","-14"
"-215","32","0.2","0.1","0.72","1","-7","-9"
"216","26","-0.19","-0.02","0.29","0.9","-7","4"
"272","31","-0.25","-0.03","0.24","0.6","-7","4"
"239","46","-0.23","0.03","0.28","-0.5","-8","-1"
"41","68","0.27","0.08","0.48","-0.4","-8","-7"
"-60","67","0.33","0.02","0.55","0.4","-8","1"
"-363","55","-0.13","0.11","0.86","1.2","-7","-11"
"-548","42","-0.34","0.1","1.03","0.7","-7","-11"
"-577","36","-0.38","-0.1","1","0.5","-7","2"
"-442","15","-0.33","-0.04","0.87","-0.5","-8","7"
"250","3","0.33","-0.12","0.22","-0.6","-8","15"
"396","15","0.48","0.12","0.17","0.4","-8","-9"
"173","29","0.36","0.09","0.37","1.7","-6","-9"
"-96","31","0.03","0.09","0.62","2.3","-6","-10"
"-240","3","-0.34","-0.04","0.69","0.7","-7","5"
"-154","-4","0.31","0.07","0.66","0.7","-7","-7"
"-24","-12","0.1","-0.03","0.5","1.8","-6","3"
"-8","-11","-0.23","0.04","0.51","1.6","-6","-4"
"-165","-18","0.1","0.03","0.65","-1.3","-9","-1"
"-1","-22","0.27","-0.04","0.47","-0.8","-9","6"
"102","-21","0.34","-0.03","0.38","-0.3","-8","6"
"-19","-9","-0.21","0.05","0.52","0.6","-7","-4"
"-94","-13","-0.23","-0.05","0.57","-0.5","-8","-1"
"309","-2","0.21","-0.04","0.19","-0.6","-8","6"
"58","15","0.25","0.09","0.47","0.7","-7","-9"
"-39","16","0.22","0.09","0.56","0.9","-7","-9"
"-256","-6","-0.13","-0.04","0.7","1.1","-7","6"
"-213","-10","-0.16","-0.03","0.67","1","-7","4"
"-193","-18","-0.26","-0.13","0.63","0.5","-7","9"
"404","-9","-0.03","-0.09","0.08","-0.5","-8","12"
"504","1","0.08","-0.05","0.02","-0.5","-8","5"
"80","34","0.38","0.2","0.49","0.8","-7","-21"
"-446","27","0.26","0.22","0.99","1.8","-6","-27"
"-737","13","0.08","0.16","1.22","2","-6","-16"
"-975","-18","-0.23","-0.16","1.33","1.8","-6","10"
"-218","-54","-0.43","-0.28","0.57","0.7","-7","31"
"94","-55","-0.46","-0.27","0.29","0.3","-8","31"
"447","-46","-0.47","-0.16","0.04","-0.6","-8","12"
"528","-41","-0.44","-0.05","-0.03","-0.8","-9","12"
"684","-30","-0.36","-0.15","-0.21","-1.3","-9","19"
"826","-17","-0.27","0.08","-0.28","-1.6","-10","8"
"723","-3","-0.18","0.25","-0.08","-1.8","-10","-24"
"610","-4","-0.35","0.44","0.8","0.1","-20","-8"
"73","18","0.07","0.54","1.59","-0.5","-20","-19"
"-172","11","0.39","0.29","1.7","0.3","-20","2"
"-186","4","0.42","0.27","1.73","1.3","-19","-4"
"-99","-13","-0.33","0.21","1.54","1.7","-18","-2"
"-124","-18","-0.49","0.24","1.55","0.7","-19","-2"
"-124","-23","-0.42","0.02","1.45","-0.5","-20","8"
"69","-23","-0.09","0.24","1.24","-1.2","-21","3"
"86","-15","0.03","0.3","1.23","-0.9","-21","-4"
"-74","-14","0.22","0.25","1.4","-0.7","-21","-5"
"-195","-26","-0.13","0.27","1.49","-0.1","-20","-3"
"-244","-35","-0.21","0.25","1.52","-0.6","-21","-1"
"-157","-47","0.15","0.19","1.33","-0.9","-21","9"
"-60","-50","0.31","0.16","1.22","-0.6","-20","7"
"253","-42","0.2","0.15","0.82","0.8","-19","5"
"363","-13","-0.28","0.21","0.69","0.6","-19","0"
"332","6","-0.21","0.29","0.75","-0.5","-20","-6"
"306","9","-0.14","0.28","0.77","-0.6","-20","-5"
"166","17","0.12","0.34","0.97","-0.6","-21","-13"
"-458","8","0.09","0.41","1.7","0.3","-20","-18"
"-626","-4","-0.03","0.2","1.82","0.3","-20","-8"
"364","-54","0.04","0.05","0.51","-0.2","-20","14"
"444","-12","-0.2","0.28","0.52","-0.5","-20","-6"
"263","5","-0.16","0.33","0.74","-1.1","-21","-11"
"-281","-7","0.12","0.2","1.25","-0.9","-21","1"
"-314","-20","0.18","0.26","1.31","-0.5","-20","-6"
"-342","-23","0.2","0.28","1.33","-0.4","-20","-6"
"-322","-38","0.21","0.13","1.22","0.2","-20","9"
"-157","-46","0.11","-0.11","0.98","0.5","-20","16"
"183","-46","-0.07","0.08","0.63","0.6","-19","14"
"477","-28","-0.41","0.13","0.35","-0.5","-20","5"
"465","3","-0.07","0.53","0.46","-1.4","-21","-10"
"-312","9","0.13","0.38","1.31","-1.1","-21","-21"
"-431","1","0.14","0.36","1.37","-1","-21","-8"
"-445","-17","0.3","0.18","1.32","-0.6","-20","2"
"-411","-30","0.42","0.23","1.29","0.2","-20","0"
"-429","-38","0.36","0.21","1.31","0.7","-19","-3"
"-148","-51","0.16","0.06","0.94","1.5","-19","10"
"-28","-53","-0.07","0.07","0.81","1.5","-18","10"
"169","-50","-0.43","0.12","0.62","0.7","-19","7"
"291","-43","-0.33","0.17","0.49","0.1","-20","7"
"334","-35","-0.15","0.19","0.46","-0.4","-20","3"
"354","-31","-0.17","0.14","0.43","-0.5","-20","5"
"443","-18","-0.17","0.08","0.32","-0.9","-21","6"
"607","1","0.34","0.32","0.18","-0.7","-21","2"
"530","16","0.58","0.3","0.28","0.2","-20","-6"
"317","31","0.42","0.43","0.56","1.2","-19","-18"
"-23","35","0.22","0.35","0.9","1.7","-18","-20"
"-504","7","0.15","0.14","1.29","2.5","-18","-1"
"-532","-7","0.11","0.18","1.32","2.7","-17","-3"
"-581","-17","-0.09","0.2","1.39","2.7","-17","-7"
"-607","-25","-0.2","-0.03","1.36","2.6","-17","3"
"-510","-37","-0.41","0.11","1.27","2.2","-18","4"
"-81","-54","-0.07","-0.07","0.71","1.4","-19","29"
"276","-52","0.18","-0.11","0.35","1.5","-19","26"
"494","-37","0.13","0.18","0.24","2","-18","3"
"526","-20","-0.33","0.16","0.22","1.8","-18","1"
"538","-5","-0.67","0.16","0.2","1","-19","1"
"405","37","-0.12","0.32","0.38","-1.5","-21","-11"
"-194","47","0.38","0.4","1.01","-0.9","-21","-20"
"-543","36","0.44","0.44","1.36","-0.1","-20","-22"
"-800","22","0.34","0.07","1.56","0.4","-20","-15"
"-676","2","0.29","0.04","1.33","0.9","-19","13"
"-255","-22","-0.31","0","0.88","0.8","-19","20"
"304","-20","-0.33","0","0.32","-0.6","-20","19"
"493","10","0.22","0.29","0.26","-0.8","-21","-9"
"291","21","0.41","0.41","0.51","-0.2","-20","-20"
"-165","23","0.09","0.4","0.95","0.3","-20","-21"
"-509","13","0.18","0.07","1.23","0.5","-20","-14"
"-444","-5","0.2","0.15","1.09","0.9","-19","10"
"-389","-14","-0.11","0.13","1.05","1","-19","4"
"-174","-22","-0.32","0.03","0.79","0.6","-19","15"
"-95","-23","-0.29","0.16","0.74","0.4","-20","10"
"31","-24","-0.15","0.1","0.61","0.1","-20","10"
"84","-24","-0.1","0.11","0.57","-0.1","-20","8"
"58","-18","-0.14","0.26","0.66","-0.3","-20","-8"
"4","-18","-0.22","0.26","0.71","-0.4","-20","-8"
"73","-18","-0.11","0.08","0.56","-1","-21","10"
"225","-12","0.3","0.3","0.49","-0.7","-21","-6"
"191","-10","0.39","0.2","0.51","-0.5","-20","-5"
"93","-5","0.44","0.28","0.62","0.5","-20","-10"
"-21","-4","0.3","0.27","0.73","0.9","-19","-10"
"-188","-8","-0.02","0.1","0.83","1.2","-19","3"
"-217","-19","-0.2","0.21","0.88","0.6","-19","-3"
"-244","-29","-0.07","0.12","0.86","0.2","-20","7"
"-10","-38","-0.19","0.13","0.64","0.1","-20","5"
"92","-37","-0.32","0.1","0.54","-0.5","-20","6"
"337","-19","0.19","0.17","0.31","-0.9","-21","3"
"367","-13","0.3","0.17","0.29","-0.6","-21","3"
"184","8","0.22","0.25","0.5","0.7","-19","-9"
"151","9","0.19","0.25","0.53","0.7","-19","-9"
"-15","11","-0.59","0.18","0.65","0.4","-20","-2"
"-22","11","-0.87","0.12","0.65","-0.6","-21","0"
"272","17","-0.2","0.13","0.33","-2.9","-23","11"
"452","27","0.33","0.29","0.18","-2.8","-23","10"
"221","37","0.64","0.44","0.49","-1.9","-22","-16"
"-97","39","0.58","0.31","0.79","-0.9","-21","-18"
"-334","34","0.34","0.36","1.02","-0.3","-20","-19"
"-503","20","-0.14","0.06","1.09","-0.1","-20","-2"
"-421","7","-0.37","0.17","1","-0.5","-20","4"
"-188","-19","0.31","0.15","0.78","-0.8","-21","5"
"-128","-26","0.24","0.19","0.74","0.5","-20","-2"
"-152","-28","0.03","0.19","0.77","0.6","-19","-3"
"-178","-31","-0.18","0.2","0.8","0.6","-19","-4"
"-161","-38","-0.44","0.13","0.76","-0.4","-20","2"
"-95","-41","-0.15","0.14","0.69","-0.8","-21","4"
"-29","-42","0.16","0.13","0.61","-0.8","-21","7"
"153","-40","0.46","0.13","0.45","0.1","-20","4"
"263","-28","0.1","0.15","0.35","1.2","-19","1"
"271","-25","-0.02","0.15","0.35","1.2","-19","1"
"267","-15","-0.18","0.16","0.36","0.9","-19","-3"
"242","-7","-0.19","0.23","0.39","0.6","-19","-3"
"135","1","-0.48","0.19","0.48","-0.3","-20","-2"
"-144","4","0.46","0.25","0.76","-0.8","-21","-7"
"-317","-6","0.52","0.26","0.93","0.6","-19","-12"
"-439","-14","0.43","0.26","1.04","1.2","-19","-11"
"-582","-29","0.08","0.21","1.16","1.6","-18","-8"
"-566","-41","-0.1","0.12","1.09","1.6","-18","8"
"-313","-63","-0.24","-0.13","0.78","0.8","-19","24"
"93","-66","0","0.02","0.43","0.6","-19","20"
"240","-53","-0.07","0.23","0.41","0.6","-19","-11"
"96","-49","-0.12","0.27","0.55","0.4","-20","-12"
"-84","-50","0.12","0.2","0.68","0.4","-20","-4"
"-104","-51","0.2","0.12","0.69","0.5","-20","-3"
"139","-50","-0.35","0.13","0.44","0.5","-20","4"
"148","-49","-0.37","0.13","0.43","0.4","-20","4"
"209","-45","-0.47","0.19","0.38","-0.3","-20","4"
"148","-41","-0.45","0.23","0.47","-0.9","-21","-5"
"323","-35","-0.26","0.13","0.24","-1.5","-21","12"
"401","-29","-0.01","0.16","0.2","-1.6","-22","4"
"398","-10","0.4","0.27","0.25","-0.9","-21","-10"
"352","-7","0.35","0.25","0.28","-0.6","-21","-8"
"130","3","0.11","0.33","0.53","-0.1","-20","-18"
"-64","4","-0.13","0.33","0.7","-0.2","-20","-17"
"-183","2","-0.25","0.26","0.77","-0.3","-20","-8"
"-195","-12","0.07","0.07","0.71","-0.9","-21","9"
"-85","-15","0.28","0.1","0.62","-0.7","-21","8"
"59","-14","0.22","0.14","0.51","0.3","-20","3"
"86","-13","0.14","0.14","0.48","0.5","-20","2"
"75","-9","-0.22","0.2","0.51","0.6","-19","-2"
"36","-7","-0.73","0.26","0.55","-0.2","-20","-3"
"-11","-7","-0.74","0.28","0.63","-0.7","-21","-12"
"-57","-8","-0.63","0.21","0.64","-1.1","-21","-5"
"-89","-10","-0.16","0.19","0.65","-1.7","-22","1"
"-70","-11","0.21","0.18","0.62","-1.7","-22","3"
"-196","-16","0.59","0.18","0.77","0.1","-20","-9"
"-250","-22","0.45","0.24","0.82","1.1","-19","-6"
"-347","-28","0.1","0.22","0.91","1.4","-19","-9"
"-393","-41","-0.26","0.09","0.92","1.1","-19","0"
"-332","-51","-0.23","0.17","0.86","0.8","-19","3"
"-226","-62","-0.56","0","0.69","-0.2","-20","22"
"421","-58","-0.13","-0.02","0.09","-1.8","-22","24"
"819","-39","0.54","0.36","-0.22","-1.3","-21","14"
"531","-23","0.79","0.37","0.17","-0.4","-20","-23"
"198","-15","0.7","0.42","0.5","0.6","-19","-31"
"31","-14","0.67","0.15","0.61","1","-19","-25"
"-113","-15","0.5","0.3","0.73","1.9","-18","-17"
"-290","-18","0.02","0.32","0.9","2.1","-18","-21"
"-549","-32","-0.36","-0.05","1.06","1.7","-18","-5"
"-444","-41","-0.35","0.1","0.94","1.2","-19","6"
"-410","-47","-0.28","0.11","0.92","1","-19","3"
"-68","-64","-0.47","-0.01","0.56","-0.2","-20","17"
"325","-50","-0.01","0.29","0.29","-1.6","-22","-4"
"315","-49","0.04","0.28","0.31","-1.6","-22","-6"
"291","-47","0.11","0.24","0.33","-1.6","-22","-7"
"-222","-40","0.42","-0.02","0.79","0.2","-6","2"
"-227","-60","-0.04","0.01","0.8","1.5","-4","-2"
"223","-74","-0.07","-0.05","0.35","-0.6","-6","6"
"333","-65","0.04","-0.05","0.24","-0.6","-7","6"
"-287","-34","-0.18","0.12","0.88","-0.7","-7","-12"
"-153","-63","0.14","-0.09","0.69","-1.1","-7","3"
"265","-59","0.39","0","0.29","0.3","-6","8"
"311","-49","0.39","0.02","0.27","1.1","-5","1"
"401","-6","-0.41","-0.03","0.17","0.8","-5","4"
"355","13","-0.41","0.1","0.23","-0.5","-6","-2"
"-74","25","0.36","0.02","0.61","-0.6","-7","-2"
"-40","-16","-0.26","-0.07","0.54","1.3","-5","8"
"-113","-27","0.2","0.09","0.67","0.4","-6","-10"
"204","30","-0.27","0.06","0.37","0.6","-5","-6"
"128","34","-0.31","0.06","0.44","0.2","-6","-6"
"45","36","-0.35","0.07","0.51","-0.3","-6","-7"
"-366","-1","0.36","0.04","0.88","0.5","-6","-4"
"171","-27","-0.25","0.05","0.39","-0.5","-6","-4"
"-13","-19","0.23","0.04","0.55","-0.7","-7","-4"
"21","-20","0.25","-0.01","0.51","0.4","-6","2"
"19","-16","-0.25","0.01","0.52","0.6","-5","-2"
"-95","-18","-0.27","0.04","0.63","-0.8","-7","-5"
"54","-26","0.34","-0.03","0.47","-0.5","-6","4"
"118","-23","0.38","0.01","0.42","0.3","-6","2"
"-137","-20","-0.09","0.06","0.68","1.3","-5","-7"
"121","-29","-0.31","-0.06","0.39","-0.4","-6","7"
"164","-28","-0.31","-0.06","0.35","-0.5","-6","7"
"573","8","0.24","0.03","0.03","-0.9","-7","-6"
"432","31","0.43","0.08","0.18","0.2","-6","-11"
"-454","2","-0.26","-0.09","0.93","1.7","-4","2"
"-48","-20","-0.16","-0.08","0.54","0.5","-5","9"
"264","-17","0.02","-0.13","0.23","0.3","-6","17"
"518","-6","0.14","-0.14","-0.01","0.5","-6","16"
"636","28","0.16","0.12","-0.04","1","-5","-4"
"379","47","0.01","0.14","0.24","1.3","-5","-15"
"-168","54","-0.27","0.13","0.73","0.7","-5","-14"
"-39","15","0.31","-0.02","0.55","0.9","-5","2"
"-340","7","0.16","0.12","0.89","1.7","-4","-14"
"-97","-16","-0.25","-0.11","0.57","1.5","-4","12"
"159","-14","-0.35","-0.06","0.36","0.8","-5","6"
"171","2","-0.23","0.06","0.39","-0.5","-6","-6"
"-80","6","0.22","0.05","0.61","-0.6","-6","-5"
"-220","-2","0.26","0.06","0.75","0.3","-6","-7"
"284","-6","-0.2","-0.1","0.22","0.6","-5","11"
"193","65","0.27","0.05","0.37","0.4","-6","-6"
"-307","59","-0.09","0.07","0.83","1.6","-4","-8"
"101","33","-0.05","-0.07","0.4","0.6","-5","7"
"-573","59","-0.02","0.18","1.12","0.2","-6","-20"
"5","7","0.09","-0.17","0.45","0.5","-6","19"
"-610","18","-0.05","0.06","1.1","-0.5","-6","-6"
"281","-26","0.19","-0.03","0.25","0.6","-5","6"
"279","38","-0.33","0.09","0.3","0.1","-6","-9"
"-147","43","-0.17","0.07","0.68","-1.8","-8","-7"
"-302","32","0.11","0.07","0.82","-1.9","-8","-6"
"-312","31","0.13","0.07","0.83","-1.9","-8","-6"
"-360","25","0.22","0.06","0.87","-1.7","-8","-6"
