"diffRollRate","diffDiffClb","SeTime1","SeTime2","SeTime3","SeTime4","SeTime5","SeTime6"
"-0.025","0","0.022","0.021","0.021","0.021","0.021","0.021"
"-0.017","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.022","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.021","2.2","0.02","0.02","0.02","0.02","0.02","0.018"
"-0.037","-2.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0.013","-0.2","0.021","0.02","0.02","0.018","0.018","0.018"
"0.013","0.3","0.022","0.021","0.021","0.02","0.02","0.018"
"0.007","-0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.015","-0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.006","-0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","-2.2","0.021","0.019","0.019","0.019","0.019","0.019"
"0.006","0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.013","-1.5","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.013","-1.1","0.024","0.027","0.027","0.027","0.027","0.027"
"-0.013","-1.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.027","-1.2","0.016","0.017","0.017","0.017","0.017","0.017"
"0.031","1.6","0.015","0.015","0.015","0.015","0.015","0.015"
"0.02","-1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.041","1.6","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.038","-0.7","0.022","0.024","0.024","0.024","0.024","0.024"
"0.009","-1.7","0.018","0.019","0.019","0.019","0.019","0.019"
"0.009","0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.006","-1.4","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.005","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.005","0","0.023","0.023","0.023","0.023","0.023","0.023"
"0.006","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.019","-0.8","0.018","0.018","0.018","0.018","0.018","0.018"
"0.008","-5.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.016","-1.5","0.021","0.022","0.022","0.022","0.022","0.022"
"0.013","-0.2","0.027","0.027","0.027","0.027","0.027","0.027"
"0.014","-0.2","0.028","0.028","0.028","0.028","0.028","0.028"
"0.011","-1.5","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.006","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.01","-0.2","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.01","1.4","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.013","0","0.026","0.027","0.027","0.027","0.027","0.027"
"-0.005","0.1","0.024","0.024","0.024","0.024","0.024","0.026"
"0.002","0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.007","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.005","-0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.005","-0.1","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.008","-0.3","0.023","0.023","0.023","0.023","0.023","0.025"
"-0.002","1.5","0.022","0.022","0.022","0.022","0.022","0.022"
"0.003","-0.6","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.006","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.012","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"0.005","2.7","0.021","0.021","0.021","0.021","0.021","0.021"
"0.009","-1.4","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.008","0","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.014","0.6","0.022","0.022","0.022","0.024","0.024","0.024"
"-0.004","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","-0.6","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.003","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.011","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.004","-0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.009","-0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.014","0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.015","0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0.006","0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.003","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.002","-0.1","0.015","0.015","0.015","0.015","0.015","0.015"
"0.004","0.1","0.017","0.015","0.015","0.015","0.015","0.015"
"0.003","-0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.005","0.1","0.019","0.02","0.02","0.02","0.02","0.02"
"-0.004","0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.009","0.1","0.014","0.015","0.015","0.015","0.015","0.015"
"0.014","0","0.017","0.017","0.017","0.015","0.015","0.014"
"0.007","0","0.022","0.022","0.022","0.022","0.022","0.022"
"0.005","-4.4","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.005","1","0.021","0.021","0.021","0.021","0.021","0.022"
"-0.016","0","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.009","0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.006","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.011","1.3","0.016","0.016","0.016","0.016","0.016","0.016"
"0.009","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.006","-1.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.019","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.016","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.008","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","-0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.023","0.4","0.016","0.017","0.017","0.017","0.017","0.017"
"0.024","-0.8","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","0.5","0.023","0.023","0.023","0.023","0.023","0.022"
"-0.012","1.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.025","0","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.014","1.8","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.002","-0.2","0.016","0.016","0.016","0.016","0.016","0.016"
"0","0.6","0.015","0.015","0.015","0.015","0.015","0.015"
"0.008","-3.5","0.017","0.017","0.017","0.017","0.017","0.017"
"0.005","-2.1","0.02","0.02","0.02","0.02","0.02","0.018"
"-0.007","-0.2","0.021","0.02","0.02","0.02","0.02","0.02"
"-0.01","-0.8","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.018","0.2","0.02","0.021","0.021","0.021","0.021","0.021"
"-0.016","-0.1","0.018","0.018","0.018","0.019","0.019","0.02"
"0.005","-0.3","0.014","0.015","0.015","0.016","0.016","0.017"
"0.011","-1.4","0.016","0.016","0.016","0.015","0.015","0.015"
"-0.004","0","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.005","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.005","-0.1","0.018","0.02","0.02","0.022","0.022","0.022"
"0.003","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.007","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.006","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.002","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.006","-0.8","0.021","0.019","0.019","0.019","0.019","0.019"
"-0.003","-0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.005","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.006","-1.5","0.02","0.019","0.019","0.019","0.019","0.017"
"-0.008","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.019","2.3","0.018","0.018","0.018","0.018","0.018","0.018"
"0.003","-0.7","0.017","0.017","0.017","0.017","0.017","0.017"
"0.01","-2.2","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.002","-0.4","0.019","0.021","0.021","0.021","0.021","0.021"
"-0.002","-0.3","0.018","0.019","0.019","0.021","0.021","0.021"
"-0.006","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.003","0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.012","0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.011","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.002","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.009","0","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.004","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.005","-0.1","0.017","0.017","0.017","0.017","0.017","0.018"
"-0.007","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.014","1.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.002","-1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.006","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.01","0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.004","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.004","-0.4","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.005","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.013","0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.009","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.008","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.003","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.01","-1.8","0.017","0.017","0.017","0.017","0.017","0.017"
"0.011","0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.001","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.007","-1.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.008","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.006","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.003","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.01","-0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.007","0.2","0.019","0.018","0.018","0.018","0.018","0.018"
"0.002","-1.7","0.019","0.019","0.019","0.019","0.019","0.019"
"0.005","0.2","0.017","0.018","0.018","0.018","0.018","0.018"
"0.011","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.003","-0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.011","-0.5","0.018","0.018","0.018","0.018","0.018","0.018"
"0.001","-0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"0.009","-2.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.002","1","0.016","0.017","0.017","0.017","0.017","0.017"
"0.001","-0.1","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.004","-0.2","0.017","0.015","0.015","0.015","0.015","0.015"
"-0.008","-0.8","0.019","0.019","0.019","0.019","0.019","0.019"
"0.006","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.006","-0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.003","-0.4","0.018","0.018","0.018","0.019","0.019","0.02"
"-0.004","3.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.003","0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.01","0.1","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.008","-0.1","0.015","0.015","0.015","0.015","0.015","0.015"
"0.003","-0.8","0.016","0.016","0.016","0.016","0.016","0.016"
"0.007","-0.4","0.022","0.022","0.022","0.022","0.022","0.022"
"0.004","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.002","1.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.002","0.8","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.006","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.001","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.008","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.003","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.007","-0.4","0.018","0.018","0.018","0.019","0.019","0.019"
"-0.009","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.012","-0.7","0.018","0.018","0.018","0.018","0.018","0.018"
"0.001","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.001","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.006","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.007","-0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.003","0.3","0.016","0.016","0.016","0.015","0.015","0.015"
"0.007","0.6","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.003","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","0","0.019","0.02","0.02","0.02","0.02","0.02"
"-0.003","0","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.005","-1.7","0.018","0.018","0.018","0.018","0.018","0.018"
"0.001","0.3","0.016","0.016","0.016","0.016","0.016","0.016"
"0.004","-0.3","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.003","0.6","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.009","-0.4","0.018","0.019","0.019","0.019","0.019","0.019"
"-0.006","-0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.005","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.006","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.002","0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.015","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.009","0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.007","3.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.008","-0.3","0.015","0.016","0.016","0.016","0.016","0.016"
"0.011","-0.1","0.017","0.016","0.016","0.016","0.016","0.016"
"0.002","-2.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.01","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.013","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.002","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.002","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.01","0","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.012","0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","-0.2","0.016","0.016","0.016","0.016","0.016","0.016"
"0.001","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.009","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.005","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.003","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.004","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.005","0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.004","0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","1.9","0.016","0.016","0.016","0.016","0.016","0.016"
"0.007","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.008","0.3","0.017","0.016","0.016","0.016","0.016","0.016"
"0.003","-0.1","0.019","0.021","0.021","0.02","0.02","0.02"
"-0.013","0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.016","0.3","0.018","0.019","0.019","0.02","0.02","0.02"
"-0.011","3.3","0.013","0.013","0.013","0.015","0.015","0.015"
"-0.004","0.3","0.012","0.012","0.012","0.012","0.012","0.012"
"-0.003","-0.1","0.015","0.015","0.015","0.015","0.015","0.015"
"0.002","1.2","0.015","0.015","0.015","0.016","0.016","0.016"
"0.005","-1.3","0.015","0.015","0.015","0.015","0.015","0.015"
"0.009","0.6","0.019","0.019","0.019","0.018","0.018","0.016"
"0.008","-1.4","0.022","0.021","0.021","0.021","0.021","0.021"
"0.01","-1.7","0.023","0.023","0.023","0.023","0.023","0.023"
"0.011","-0.7","0.063","0.063","0.063","0.063","0.063","0.063"
"0.012","-0.3","0.059","0.061","0.061","0.061","0.061","0.061"
"0.007","-1.1","0.054","0.054","0.054","0.054","0.054","0.054"
"-0.006","-0.4","0.052","0.052","0.052","0.052","0.052","0.054"
"-0.012","-0.1","0.051","0.051","0.051","0.051","0.051","0.051"
"-0.004","0","0.051","0.051","0.051","0.051","0.051","0.051"
"0.012","1.8","0.047","0.047","0.047","0.047","0.047","0.047"
"0.017","-0.3","0.048","0.048","0.048","0.048","0.048","0.048"
"-0.006","-0.2","0.049","0.049","0.049","0.049","0.049","0.049"
"0.007","0.1","0.047","0.047","0.047","0.047","0.047","0.047"
"-0.012","-0.3","0.046","0.046","0.046","0.046","0.046","0.046"
"0.007","0.2","0.045","0.045","0.045","0.045","0.045","0.045"
"0.013","-0.8","0.042","0.042","0.042","0.042","0.042","0.042"
"0.01","0","0.041","0.041","0.041","0.041","0.041","0.041"
"-0.007","-0.2","0.041","0.041","0.041","0.041","0.041","0.041"
"-0.01","-0.2","0.041","0.041","0.041","0.041","0.041","0.041"
"0.012","-0.2","0.042","0.042","0.042","0.042","0.042","0.042"
"0.012","0.1","0.043","0.043","0.043","0.043","0.043","0.042"
"0.017","0.3","0.044","0.044","0.044","0.044","0.044","0.044"
"-0.011","-0.1","0.041","0.041","0.041","0.041","0.041","0.041"
"-0.01","1.8","0.039","0.039","0.039","0.039","0.039","0.039"
"0","-0.2","0.035","0.033","0.033","0.033","0.033","0.033"
"-0.007","0","0.038","0.038","0.038","0.038","0.038","0.038"
"0.012","0.3","0.038","0.038","0.038","0.038","0.038","0.038"
"0.001","0.3","0.034","0.034","0.034","0.034","0.034","0.034"
"0.003","0.3","0.036","0.036","0.036","0.036","0.036","0.036"
"0.002","-0.2","0.032","0.032","0.032","0.034","0.034","0.036"
"-0.008","-0.5","0.032","0.032","0.032","0.032","0.032","0.032"
"-0.003","2.3","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.027","-0.7","0.03","0.03","0.03","0.03","0.03","0.03"
"0.006","0.5","0.033","0.033","0.033","0.031","0.031","0.031"
"0.011","-2.8","0.037","0.037","0.037","0.037","0.037","0.037"
"","0.3","0.034","0.034","0.034","0.034","0.034","0.034"
"0.001","-0.9","0.031","0.031","0.031","0.031","0.031","0.031"
"0.011","0","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.005","","0.03","0.031","0.031","0.031","0.031","0.031"
"-0.006","0","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.02","0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.019","-0.2","0.028","0.028","0.028","0.028","0.028","0.028"
"0.004","-0.3","0.029","0.029","0.029","0.029","0.029","0.029"
"0.012","-0.2","0.03","0.03","0.03","0.03","0.03","0.03"
"0.007","0","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.006","0.5","0.029","0.029","0.029","0.029","0.029","0.029"
"0.025","1","0.028","0.028","","0.028","0.028","0.028"
"0.02","-1.8","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.002","-0.5","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.014","-1.8","0.033","0.033","0.033","0.033","0.033","0.033"
"-0.005","0","0.031","0.032","0.032","0.032","0.032","0.032"
"-0.002","0.7","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.011","-0.1","0.028","0.029","0.029","0.029","0.029","0.029"
"-0.019","0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.012","2.7","0.027","0.027","0.027","0.027","","0.027"
"-0.019","-0.3","0.026","0.026","0.026","0.026","0.026","0.026"
"0.017","-1.4","0.022","0.022","0.022","0.022","0.022","0.022"
"0.016","-0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.023","-1.3","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.026","-0.3","0.027","0.027","0.027","0.027","0.027",""
"-0.015","0","0.027","0.027","0.027","0.027","0.027","0.027"
"0.017","0.3","0.031","0.029","0.029","0.029","0.029","0.029"
"0.008","-0.1","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.01","-0.6","0.027","0.027","0.027","0.027","0.027","0.031"
"-0.008","4.5","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.011","-0.8","0.024","0.024","0.024","0.024","0.024","0.023"
"-0.017","-0.7","0.022","0.022","0.022","0.022","0.022","0.022"
"0.014","0.2","0.023","0.022","0.022","0.022","0.022","0.022"
"0.016","0.2","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.01","-0.3","0.029","0.029","0.029","0.029","0.029","0.029"
"0.005","-0.7","0.029","0.029","0.029","0.029","0.029","0.029"
"0.006","3.4","0.023","0.023","0.023","0.025","0.025","0.026"
"-0.014","-1.2","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.022","0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.009","-0.6","0.024","0.024","0.024","0.024","0.024","0.024"
"0.005","-1.8","0.023","0.023","0.023","0.023","0.023","0.024"
"0.009","0","0.025","0.023","0.023","0.023","0.023","0.023"
"0.009","-0.3","0.026","0.026","0.026","0.026","0.026","0.025"
"-0.011","-0.2","0.025","0.026","0.026","0.026","0.026","0.026"
"-0.01","0","0.024","0.024","0.024","0.024","0.024","0.024"
"0.023","0.7","0.024","0.023","0.023","0.023","0.023","0.023"
"0.015","-2.2","0.025","0.025","0.025","0.025","0.025","0.025"
"0.014","0.9","0.026","0.026","0.026","0.026","0.026","0.025"
"-0.013","-0.6","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.013","-0.1","0.025","0.026","0.026","0.026","0.026","0.026"
"-0.016","1.9","0.024","0.024","0.024","0.024","0.024","0.024"
"0.001","-0.2","0.025","0.025","0.025","0.025","0.025","0.025"
"0.011","0.6","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.012","-0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"0.006","0.4","0.022","0.022","0.022","0.022","0.022","0.022"
"0.012","-0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.01","-0.2","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.008","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.009","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.028","0.1","0.022","0.022","0.022","0.023","0.023","0.023"
"-0.021","0.5","0.022","0.022","0.022","0.022","0.022","0.021"
